"Have I been made for this, to lie under the blankets and keep myself warm?
",Marcus Aurelius ,1,https://res.cloudinary.com/dhupov40f/image/upload/v1675613789/image_2_doybbv.png,9
"If you ever find yourself in a hole, the first thing you do is stop digging.",~ unknown,2,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown2.jpeg?alt=media&token=ca04e73a-b532-4f11-b71c-11ad34761f4c,1
The bad news is time flies. The good news is you’re the pilot.,Michael Altshuler,2,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown4.png?alt=media&token=d8f176bb-fc77-4064-80ff-bf4df98657c4,2
"If you begin to regret, you’ll dull your future decisions and let others make your choices for you. All that’s left for you then is to die. Nobody can foretell the outcome. Each decision you make holds meaning only by affecting your next decision.",Erwin Smith (Attack on Titan),2,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Faoterwin.png?alt=media&token=00b28b61-d572-4f44-8cbd-e332c307c5aa,3
"Learn to treasure your life because unfortunately, it can be taken away from you anytime.",L (Death Note),2,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fl.png?alt=media&token=d8d391e4-5592-4712-bee1-ea00df751769,4
"In the end, it's not the years in your life that count. It's the life in your years",Abraham Lincoln,2,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Flincoln.png?alt=media&token=fa13dfcc-1c15-44f8-95d9-88ac697808aa,5
"There is no austerity equal to a balanced mind, and there is no happiness equal to contentment; there is no disease like covetousness, and no virtue like mercy.",Chanakya,2,https://res.cloudinary.com/dhupov40f/image/upload/v1675530319/image_3_sg5xie.png,6
"Believe in yourself. Stay in your own lane. There’s only one you.
",Queen Latifah,2,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown1.png?alt=media&token=26364f71-d524-4140-8509-3b358e44481a,7
"If you set your goals ridiculously high and it's a failure, you will fail above everyone else's success.",James Cameron,2,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fquotes_aot_levi.png?alt=media&token=e767cec6-90f3-404e-8d7f-c7ce579224a5,8
"It’s not the face that makes someone a monster, it’s the choices they make with their lives.",Naruto Uzumaki,2,https://res.cloudinary.com/dhupov40f/image/upload/v1675539343/image_1.01.24_AM_c7aprq.png,9
"We buy things we don’t need, to impress people we don’t like.",Tyler Durden,3,https://res.cloudinary.com/dhupov40f/image/upload/v1675532564/image_4_d0ioic.png,1
"There is a superhero in all of us, we just need the courage to put on the cape.",D.C - Superman,3,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fsuperman2.png?alt=media&token=0af1ff83-c634-407c-b967-5ab091633c15,2
It does not matter how slowly you go as long as you do not stop.,Confucius,3,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown1.png?alt=media&token=26364f71-d524-4140-8509-3b358e44481a,3
Not every genius is understood.,L (Death Note),3,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fl.png?alt=media&token=d8d391e4-5592-4712-bee1-ea00df751769,4
"Hang on to your youthful enthusiasms, you will be able to use them better when you are older.
",Seneca,3,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fseneca(2).png?alt=media&token=1197b0a8-56de-4041-95b0-85dbe59999a6,5
We begin to lose our hesitation to do immoral things when we lose our hesitation to speak of them.,Musonius Rufus,3,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/ryan_nzwkin.png,6
The way to get started is to quit talking and begin doing.,Walt Disney,3,https://res.cloudinary.com/dhupov40f/image/upload/v1675797370/guts_qdtkjm.png,7
The road to success is always under construction.,Lily Tomlin,3,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown4.png?alt=media&token=d8f176bb-fc77-4064-80ff-bf4df98657c4,8
How wonderful it is that nobody need wait a single moment before starting to improve the world.,Anne Frank,3,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fquotes_aot_levi.png?alt=media&token=e767cec6-90f3-404e-8d7f-c7ce579224a5,9
It's when you start to get tired that the battle really begins.,~ unknown,4,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown2.png?alt=media&token=7aba18b0-36e0-4871-a055-c87c92cf081c,1
"Even if a snake is not poisonous, it should pretend to be venomous.",Chanakya,4,https://res.cloudinary.com/dhupov40f/image/upload/v1675530319/image_1_pbsqjb.png,2
"Dogs and philosophers do the greatest good and get the fewest rewards.
",Diogenes,4,https://res.cloudinary.com/dhupov40f/image/upload/v1675714337/image_1_t9eobo.png,3
"Sometimes, the questions are complicated – and the answers are simple.",Light Yagami,4,https://res.cloudinary.com/dhupov40f/image/upload/v1675533175/image_qwnr9q.png,4
"Your time is limited, so don't waste it living someone else's life. Don't be trapped by dogma – which is living with the results of other people's thinking.",Steve Jobs,4,https://res.cloudinary.com/dhupov40f/image/upload/v1675797995/jobs_qeqfoz.png,5
Sticking feathers up your butt does not make you a chicken!,Tyler Durden,4,https://res.cloudinary.com/dhupov40f/image/upload/v1675532564/image_2_dqggy9.png,6
Experience is not what happens to you; it is what you do with what happens to you.,Aldous Huxley,4,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown2.jpeg?alt=media&token=ca04e73a-b532-4f11-b71c-11ad34761f4c,7
"When everything seems to be going against you, remember that the airplane takes off against the wind, not with it.",Henry Ford,4,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fquotes_aot_levi.png?alt=media&token=e767cec6-90f3-404e-8d7f-c7ce579224a5,8
We don’t have to know what tomorrow holds! That’s why we can live for everything we’re worth today!,Natsu Dragneel (Fairy Tail),4,https://res.cloudinary.com/dhupov40f/image/upload/v1675797370/guts_qdtkjm.png,9
"I’m not gonna run away, I never go back on my word! That’s my nindo: my ninja way.",Naruto Uzumaki,5,https://res.cloudinary.com/dhupov40f/image/upload/v1675539343/image_3_1.01.24_AM_mq8zof.png,1
Don't judge each day by the harvest you reap but by the seeds that you plant.,Robert Louis Stevenson,5,https://res.cloudinary.com/dhupov40f/image/upload/v1675539343/image_1.01.24_AM_c7aprq.png,2
Growth occurs when one goes beyond one’s limits. Realizing that is also part of training.,Itachi Uchiha (Naruto),5,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fitachi2.jpg?alt=media&token=74890a33-c0e5-48fc-aa28-c6f2faa0b5d7,3
Do it for the people who want to see you fail.,~ unknown,5,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown4.png?alt=media&token=d8f176bb-fc77-4064-80ff-bf4df98657c4,4
The fragrance of flowers spreads only in the direction of the wind. But the goodness of a person spreads in all directions.,Chanakya,5,https://res.cloudinary.com/dhupov40f/image/upload/v1675530318/image_2_v6d3pm.png,5
"May I never be complete, May I never be content, May I never be perfect.",Tyler Durden,5,https://res.cloudinary.com/dhupov40f/image/upload/v1675532564/image_3_cdrm2o.png,6
Don’t let yesterday take up too much of today.,Will Rogers,5,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fquotes_aot_levi.png?alt=media&token=e767cec6-90f3-404e-8d7f-c7ce579224a5,7
"A person grows up when he’s able to overcome hardships. Protection is important, but there are some things that a person must learn on his own.",Jiraiya (Naruto),5,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fitachi2.jpg?alt=media&token=74890a33-c0e5-48fc-aa28-c6f2faa0b5d7,8
Even the strongest of opponents always has a weakness.,Itachi Uchiha (Naruto),5,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fitachi2.png?alt=media&token=0e43f521-3af5-471e-9c0e-64c6aa76d74b,9
"Who decides limits? And based on what? You said you worked hard? Well, maybe you need to work a little harder. Is that really the limit of your strength? Could the you of tomorrow beat you today? Instead of giving in, move forward.",Saitama (One Punch Man),6,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fimage%20(1).png?alt=media&token=9baf5209-6b95-4dfd-8124-2676632a8bcc,1
"You have power over your mind – not outside events. Realize this, and you will find strength.
",Marcus Aurelius ,6,https://res.cloudinary.com/dhupov40f/image/upload/v1675613789/image_1_d6blty.png,2
We gain the strength of the tempation we resist.,~ unknown,6,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown3.png?alt=media&token=26429d0e-a64c-4128-9f9b-0d794ca724bf,3
I don't want to die without any scars.,Tyler Durden,6,https://res.cloudinary.com/dhupov40f/image/upload/v1675532564/image_4_d0ioic.png,4
"I find that the harder I work, the more luck I seem to have.",Thomas Jefferson,6,https://res.cloudinary.com/dhupov40f/image/upload/v1675797996/orange_mount_wllznt.jpg,5
Don't be afraid to give up the good to go for the great.,John D. Rockefeller,6,https://res.cloudinary.com/dhupov40f/image/upload/v1675797995/garou_kbu7cl.png,6
Energy and initiative count as much as talent and luck.,Will Peters,6,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/time_td1iua.png,7
No one can make you feel inferior without your consent.,Eleanor Roosevelt,6,https://res.cloudinary.com/dhupov40f/image/upload/v1675797372/wolf_ytnbc0.png,8
"No matter what people tell you, words and ideas can change the world.",Robin Williams,6,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/wayne_kvsld7.png,9
"You wanna make an omelet, you gotta break some eggs.",Tyler Durden,7,https://res.cloudinary.com/dhupov40f/image/upload/v1675532564/image_2_dqggy9.png,1
"I alone cannot change the world, but I can cast a stone across the water to create many ripples.",Mother Teresa,7,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/wayne_kvsld7.png,2
"While we are postponing, life speeds by.
",Seneca,7,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fseneca(2).png?alt=media&token=1197b0a8-56de-4041-95b0-85dbe59999a6,3
"We should not feel pride in our charity, austerity, valor, scriptural knowledge, modesty, and morality for the world is full of the rarest gems.",Chanakya,7,https://res.cloudinary.com/dhupov40f/image/upload/v1675530319/image_1_pbsqjb.png,4
Lying monsters are a real nuisance. They are much more cunning than other monsters. They pose as humans even though they have no understanding of the human heart. They eat even though they’ve never experienced hunger. They study even though they have no interest in academics. They seek friendship even though they do not know how to love.,L (Death Note),7,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fl1.png?alt=media&token=8f888337-cb98-4bed-83cf-31ab905f1824,5
It is better to fail in originality than to succeed in imitation.,Herman Melville,7,https://res.cloudinary.com/dhupov40f/image/upload/v1675797995/jobs_qeqfoz.png,6
"A lesson without pain is meaningless. That’s because no one can gain without sacrificing something. But by enduring that pain and overcoming it, he shall obtain a powerful, unmatched heart.",Edward Elric (Fullmetal Alchemist: Brotherhood),7,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fimage%20(1).png?alt=media&token=95df1e06-d97c-4ab2-8ed0-1d9bbfa36b1a,7
"Fall down, get up, fall down, get up, fall down, get up, fall down, get up, fall down, get up, fall down, get up, fall down, get up, stay up, help others.",~ unknown,7,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown1.png?alt=media&token=26364f71-d524-4140-8509-3b358e44481a,8
"Lose an hour in the morning, and you will spend all day looking for it.",Richard Whately,7,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/time_td1iua.png,8
"The lower you fall, the higher you’ll fly.",Tyler Durden,8,https://res.cloudinary.com/dhupov40f/image/upload/v1675532564/image_3_cdrm2o.png,1
"If you are tired of starting over, stop giving up.",~ unknown,8,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown3.png?alt=media&token=26429d0e-a64c-4128-9f9b-0d794ca724bf,2
"A man is great by deeds, not by birth.",Chanakya,8,https://res.cloudinary.com/dhupov40f/image/upload/v1675530319/image_3_sg5xie.png,3
"Under normal circumstances, humans should have continued to evolve as the greatest creatures upon this earth, but we were actually regressing. A rotten world. Politics, law, education… Was there anybody around who could correct this world? But someone had to do it.",Light Yagami,8,https://res.cloudinary.com/dhupov40f/image/upload/v1675533175/light3_1_bm2k7t.jpg,4
"Once you question your own belief, it’s over.",Naruto Uzumaki,8,https://res.cloudinary.com/dhupov40f/image/upload/v1675539343/naruto3_nwfzrd.jpg,5
Success is not final; failure is not fatal: It is the courage to continue that counts.,Winston S. Churchill,8,https://res.cloudinary.com/dhupov40f/image/upload/v1675613789/laura-vinck-Hyu76loQLdk-unsplash_d96onn.jpg,6
Be yourself; everyone else is already taken.,Oscar Wilde,8,https://res.cloudinary.com/dhupov40f/image/upload/v1675797995/garou_kbu7cl.png,7
"If nobody cares to accept you and wants you in this world, accept yourself and you will see that you don’t need them and their selfish ideas.",Alibaba Saluja (Universal Warriors),8,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/lone_y7epeo.png,8
The future belongs to those who believe in the beauty of their dreams,Eleanor Roosevelt,8,https://res.cloudinary.com/dhupov40f/image/upload/v1675797995/dwelling_fj0iit.png,9
The only real mistake is the one from which we learn nothing.,Henry Ford,9,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/ryan_nzwkin.png,1
"There are no secrets to success. It is the result of preparation, hard work, and learning from failure.",Colin Powell,9,https://res.cloudinary.com/dhupov40f/image/upload/v1675797996/orange_mount_wllznt.jpg,2
"The only wealth which you will keep forever is the wealth you have given away.
",Marcus Aurelius ,9,https://res.cloudinary.com/dhupov40f/image/upload/v1675613789/image_1_d6blty.png,3
"If you don’t take risks, you can’t create a future!",Monkey D. Luffy (One Piece),9,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/wayne_kvsld7.png,4
"Advertising has us chasing cars and clothes, working jobs we hate so we can buy that we don’t need. We’re the middle children of history, man. No purpose or place. We have no great war. No great depression. Our great war’s a spiritual war, our great depression is our lives.",Tyler Durden,9,https://res.cloudinary.com/dhupov40f/image/upload/v1675532564/image_1_fehuyu.png,5
Success is walking from failure to failure with no loss of enthusiasm.,Winston Churchill,9,https://res.cloudinary.com/dhupov40f/image/upload/v1675797995/garou_kbu7cl.png,6
People become stronger because they have memories they can’t forget.,Tsunade (Naruto),9,https://res.cloudinary.com/dhupov40f/image/upload/v1675797370/guts_qdtkjm.png,7
An unexamined life is not worth living.,Socrates,9,https://res.cloudinary.com/dhupov40f/image/upload/v1675797372/wolf_ytnbc0.png,8
"When people are protecting something truly special to them, they truly can become as strong as they can be.",Naruto Uzumaki,9,https://res.cloudinary.com/dhupov40f/image/upload/v1675539343/image_2_1.01.24_AM_aqamp2.png,9
The temptation to quit will be greatest just before you are about to succeed.,~ unknown,10,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown4.png?alt=media&token=d8f176bb-fc77-4064-80ff-bf4df98657c4,1
You have brains in your head. You have feet in your shoes. You can steer yourself any direction you choose.,Dr. Seuss,10,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/mountains_ndmjzv.png,2
"In a day when you don’t come across any problems, you can be sure that you are travelling on the wrong path.",Swami Vivekananda,10,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fsvv2.png?alt=media&token=cd722019-68d9-47d6-87e0-8338d8a9e165,3
"No matter where you go in life there’s always going to be the one person that wants to bring you down, so stay strong and face your problems instead of running away.",D.C - Superman,10,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fsuperman3.png?alt=media&token=520369f8-20c4-4805-880c-4b23d460c818,4
"We should not fret for what is past, nor should we be anxious about the future. Men of discernment deal only with the present moment.",Chanakya,10,https://res.cloudinary.com/dhupov40f/image/upload/v1675530319/image_1_pbsqjb.png,5
Life is what happens when you're busy making other plans.,John Lennon,10,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/time_td1iua.png,6
"The many lives lost during long years of conflict… because of those selfless sacrifices, we are able to bathe in peace and prosperity now. To ingrain this history within the new generation will be a vital cog in helping to maintain the peace",Naruto Uzumaki,10,https://res.cloudinary.com/dhupov40f/image/upload/v1675539343/image_1_1.01.24_AM_oa2vvw.png,7
Many of life's failures are people who did not realize how close they were to success when they gave up.,Thomas A. Edison,10,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/lone_y7epeo.png,8
"The most important lesson that man can learn from life, is not that there is pain in this world, but that it is possible for him to transmute it into joy.",Rabindranath Tagore,10,https://res.cloudinary.com/dhupov40f/image/upload/v1675711420/image_1_qyd3lu.png,9
You’re going to be all right. You just stumbled over a stone in the road. It means nothing. Your goal lies far beyond this. Doesn’t it? I’m sure you’ll overcome this. You’ll walk again… soon.,Guts (Berserk),11,https://res.cloudinary.com/dhupov40f/image/upload/v1675797370/guts_qdtkjm.png,1
"One whose knowledge is confined to books and whose wealth is in the possession of others, can use neither his knowledge nor wealth when the need for them arises.",Chanakya,11,https://res.cloudinary.com/dhupov40f/image/upload/v1675530319/image_1_pbsqjb.png,2
It is during our darkest moments that we must focus to see the light.,Aristotle,11,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/wayne_kvsld7.png,3
"Those who forgive themselves, and are able to accept their true nature… They are the strong ones!",Itachi Uchiha (Naruto),11,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fitachi2.png?alt=media&token=0e43f521-3af5-471e-9c0e-64c6aa76d74b,4
Being alone is better than being with the wrong person.,L (Death Note),11,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fl.png?alt=media&token=d8d391e4-5592-4712-bee1-ea00df751769,5
"The greatest glory in living lies not in never falling, but in rising every time we fall.",Nelson Mandela,11,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fquotes_aot_levi.png?alt=media&token=e767cec6-90f3-404e-8d7f-c7ce579224a5,6
"Dreaming, after all, is a form of planning.",Gloria Steinem,11,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/ryan_nzwkin.png,7
"Sometimes you will never know the value of a moment, until it becomes a memory.",Dr. Seuss,11,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/time_td1iua.png,8
Mastering others is strength. Mastering yourself is true power.,Lao Tzu,11,https://res.cloudinary.com/dhupov40f/image/upload/v1675714990/image_1_lifok1.png,9
"If he rips my arms off, I’ll kick him to death. If he rips my legs off, I’ll bite him to death! If he rips my head off, I’ll stare him to death! And if he gouges out my eyes, I’ll curse him from beyond the grave.",Naruto Uzumaki,12,https://res.cloudinary.com/dhupov40f/image/upload/v1675539343/image_3_1.01.24_AM_mq8zof.png,1
Dream big and dare to fail.,Norman Vaughan,12,https://res.cloudinary.com/dhupov40f/image/upload/v1675797995/jobs_qeqfoz.png,2
Don't be distracted by criticism. Remember — the only taste of success some people get is to take a bite out of you.,Zig Ziglar,12,https://res.cloudinary.com/dhupov40f/image/upload/v1675797372/wolf_ytnbc0.png,3
"Dreams save us. Dreams lift us up and transform us. And on my soul I swear until my dream of a world where dignity, honor, and justice becomes the reality we all share, I’ll never stop fighting. Ever!",D.C - Superman,12,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fsuperman2.png?alt=media&token=0af1ff83-c634-407c-b967-5ab091633c15,4
Those who dare to fail miserably can achieve greatly.,John F. Kennedy,12,https://res.cloudinary.com/dhupov40f/image/upload/v1675797370/guts_qdtkjm.png,5
In three words I can sum up everything I've learned about life: it goes on.,Robert Frost,12,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/ryan_nzwkin.png,6
We need much less than we think we need.,Maya Angelou,12,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/time_td1iua.png,7
Don’t quit. Suffer now and live the rest of your life as a champion.,Muhammad Ali,12,https://res.cloudinary.com/dhupov40f/image/upload/v1675797995/garou_kbu7cl.png,8
Life is 10% what happens to me and 90% of how I react to it.,Charles Swindoll,12,https://res.cloudinary.com/dhupov40f/image/upload/v1675797995/dwelling_fj0iit.png,9
"If you’re going through hell, keep going.",Winston Churchill,13,https://res.cloudinary.com/dhupov40f/image/upload/v1675797995/garou_kbu7cl.png,1
Now I feel that maybe knowing who I actually am is the key to reach perfection. Because that means knowing what I can and cannot do.,Itachi Uchiha (Naruto),13,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fitachi2.jpg?alt=media&token=74890a33-c0e5-48fc-aa28-c6f2faa0b5d7,2
"Listen to yourself whining and complaining like some sorry little victim. You can whimper all day long for all I care, you’re nothing but a coward.",Naruto Uzumaki,13,https://res.cloudinary.com/dhupov40f/image/upload/v1675539343/image_2_1.01.24_AM_aqamp2.png,3
"No loss should be more regrettable to us than losing our time, for it’s irretrievable.
",Zeno,13,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fzeno.png?alt=media&token=83eb038b-575c-441a-87de-1e0ab1278736,4
The ones who aren’t able to acknowledge their own selves are bound to fail,Itachi Uchiha (Naruto),13,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fitachi2.png?alt=media&token=0e43f521-3af5-471e-9c0e-64c6aa76d74b,5
"You’re wrong, that’s not what makes a shinobi. You never did get it, a real ninja is one who endures no matter what gets thrown at him… Let me explain something to you, there is only one thing that matters if you are a shinobi, and it isn’t the number of Jutsu you possess. All you do need is the guts to never give up.",Master Jiraiya (Naruto),13,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/lone_y7epeo.png,6
"""I can’t develop feelings"". That’s how most idiots screw up.",Light Yagami,13,https://res.cloudinary.com/dhupov40f/image/upload/v1675533175/image_qwnr9q.png,7
"The most difficult thing is the decision to act, the rest is merely tenacity.",Amelia Earhart,13,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/wayne_kvsld7.png,8
"Wealth is the slave of a wise man and the master of a fool.
",Seneca,13,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fseneca.png?alt=media&token=2eefb44e-a3ca-40d2-9a4c-404cefb14887,9
A mistake repeated more than once is a decision.,~ unknown,14,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown4.png?alt=media&token=d8f176bb-fc77-4064-80ff-bf4df98657c4,1
"The real test is not whether you avoid this failure, because you won't. It's whether you let it harden or shame you into inaction, or whether you learn from it; whether you choose to persevere.",Barack Obama,14,https://res.cloudinary.com/dhupov40f/image/upload/v1675797995/garou_kbu7cl.png,2
"If you're offered a seat on a rocket ship, don't ask what seat! Just get on.","Sheryl Sandberg
",14,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/wayne_kvsld7.png,3
"Don’t beg for things. Do it yourself, or else you won’t get anything.",Renton Thurston (Eureka Seven),14,https://res.cloudinary.com/dhupov40f/image/upload/v1675797996/orange_mount_wllznt.jpg,4
"Purity of speech, of the mind, of the senses, and of a compassionate heart are needed by one who desires to rise to the divine platform.",Chanakya,14,https://res.cloudinary.com/dhupov40f/image/upload/v1675530319/image_3_sg5xie.png,5
The road to success and the road to failure are almost exactly the same.,Colin R. Davis,14,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/lone_y7epeo.png,6
"You will face many defeats in life, but never let yourself be defeated. ",Maya Angelou,14,https://res.cloudinary.com/dhupov40f/image/upload/v1675797370/guts_qdtkjm.png,7
To live is the rarest thing in the world. Most people just exist.,Oscar Wilde,14,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/mountains_ndmjzv.png,8
"Once you start working on something, don’t be afraid of failure and don’t abandon it. People who work sincerely are the happiest.",Chanakya,14,https://res.cloudinary.com/dhupov40f/image/upload/v1675530318/image_2_v6d3pm.png,9
"Without pain, without sacrifice, we would have nothing. Like the first monkey shot into space.",Tyler Durden,15,https://res.cloudinary.com/dhupov40f/image/upload/v1675532564/image_4_d0ioic.png,1
"People’s lives don’t end when they die, it ends when they lose faith.",Itachi Uchiha (Naruto),15,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fitachi2.jpg?alt=media&token=74890a33-c0e5-48fc-aa28-c6f2faa0b5d7,2
